iter	Logloss
0	0.6385807111
1	0.5930544933
2	0.5547465348
3	0.5151608033
4	0.4760317783
5	0.4459781443
6	0.4153658974
7	0.3870823215
8	0.3619850471
9	0.3395257358
10	0.3204405483
11	0.2987387597
12	0.2793705453
13	0.2606735682
14	0.2445754029
15	0.2308572807
16	0.2160952579
17	0.2033833018
18	0.1901296843
19	0.1805179415
20	0.1705871005
21	0.1610973448
22	0.1524173217
23	0.1440804568
24	0.1370192706
25	0.130166554
26	0.1245391788
27	0.1186564215
28	0.1134506301
29	0.109211447
30	0.1045868871
31	0.1001455419
32	0.0965373363
33	0.09260150115
34	0.08889223293
35	0.08541351084
36	0.08237357045
37	0.07972168646
38	0.07755495459
39	0.07492618804
40	0.07279109866
41	0.07084133687
42	0.06894813365
43	0.0672965271
44	0.06559386876
45	0.06384911487
46	0.06202249211
47	0.0607292644
48	0.05927965365
49	0.05799922585
50	0.05684267624
51	0.05582003901
52	0.05493581076
53	0.05412885007
54	0.05304740597
55	0.05232355227
56	0.05140672676
57	0.05077886619
58	0.05014577601
59	0.04964593912
60	0.04890481355
61	0.04825905898
62	0.04775625926
63	0.04731483195
64	0.04666940692
65	0.04627993379
66	0.04577653966
67	0.04530922303
68	0.04496035479
69	0.04461586304
70	0.04430207442
71	0.04398466081
72	0.04369512611
73	0.04338524276
74	0.04301042977
75	0.04261695589
76	0.04236472139
77	0.04204053209
78	0.04180108825
79	0.0415993604
80	0.04135152086
81	0.04119095844
82	0.04100432807
83	0.04080612974
84	0.04057757013
85	0.04032670309
86	0.04016741265
87	0.03999350519
88	0.0398298937
89	0.03967670755
90	0.03946884461
91	0.03930943406
92	0.03917497654
93	0.0390521763
94	0.03889638459
95	0.03877652254
96	0.03858820132
97	0.03843325965
98	0.03834667858
99	0.03817375667
100	0.03804208335
101	0.03794094378
102	0.03783264661
103	0.03774796273
104	0.03765921344
105	0.03759775173
106	0.03750209739
107	0.03742964056
108	0.03735736237
109	0.03726391629
110	0.03719167814
111	0.03707764011
112	0.0370131786
113	0.03693518111
114	0.03686002633
115	0.03678011932
116	0.03672338211
117	0.03665989385
118	0.03662392106
119	0.03656672187
120	0.03652774315
121	0.03646190187
122	0.03638401217
123	0.03632599682
124	0.03629756045
125	0.03625409745
126	0.03622776463
127	0.03615126087
128	0.03608935565
129	0.03602006493
130	0.03594970857
131	0.03590920839
132	0.03585694314
133	0.0357990941
134	0.03573200548
135	0.03569178865
136	0.03563370862
137	0.03558488665
138	0.03553630492
139	0.03547754732
140	0.03542730861
141	0.0354102585
142	0.03537542527
143	0.03534630826
144	0.03532621832
145	0.03525906194
146	0.0352177302
147	0.03515440824
148	0.03511099143
149	0.03508971575
150	0.03504601252
151	0.03499407373
152	0.03494546736
153	0.03489398131
154	0.03484726597
155	0.0347989799
156	0.03477273332
157	0.03474442015
158	0.03469335297
159	0.03466479957
160	0.03462952592
161	0.03457984775
162	0.03455537209
163	0.03450935896
164	0.03448651255
165	0.03445237536
166	0.03443316627
167	0.03441651037
168	0.03438331563
169	0.03436558486
170	0.03432602404
171	0.03429180062
172	0.03426938231
173	0.03424424756
174	0.03420880451
175	0.03417010297
176	0.0341201353
177	0.03409264137
178	0.03405483607
179	0.03401343657
180	0.03399958028
181	0.03397524321
182	0.03393279964
183	0.03390476366
184	0.03386493181
185	0.03383639997
186	0.03381187195
187	0.03378391913
188	0.03374984354
189	0.03372053866
190	0.03371113584
191	0.03368111951
192	0.03366202129
193	0.0336582731
194	0.03364176504
195	0.03362333823
196	0.03359828972
197	0.03358024173
198	0.03355131567
199	0.03352633799
200	0.03349544698
201	0.03347944402
202	0.03345912309
203	0.03343325841
204	0.03341103721
205	0.03339403946
206	0.03337783939
207	0.03334713317
208	0.03332304557
209	0.033299306
210	0.03328366338
211	0.03325555964
212	0.03323525412
213	0.03320857328
214	0.03319218841
215	0.03316467909
216	0.03314221458
217	0.03312322723
218	0.03310464643
219	0.03309175105
220	0.03305763234
221	0.03304095181
222	0.03302966104
223	0.03301076301
224	0.03298963516
225	0.03295649277
226	0.03294485397
227	0.03292395403
228	0.0329067684
229	0.03288696489
230	0.03287965022
231	0.03285368391
232	0.03284081317
233	0.03282244795
234	0.03281981775
235	0.03279345414
236	0.03277843057
237	0.03276570458
238	0.0327454083
239	0.03273088367
240	0.03272428661
241	0.03270180978
242	0.03268536947
243	0.03265620011
244	0.03263523549
245	0.03260981739
246	0.03258599466
247	0.03256387818
248	0.03255519605
249	0.03254297516
250	0.03253228188
251	0.03251452032
252	0.03249573624
253	0.03248432843
254	0.03247597893
255	0.03246707813
256	0.03244647385
257	0.03242167481
258	0.03241334994
259	0.0324027737
260	0.03238269916
261	0.0323706723
262	0.03235900887
263	0.03234553447
264	0.03232519815
265	0.03231333144
266	0.0322923083
267	0.03226998547
268	0.03225634784
269	0.03224005229
270	0.03222494865
271	0.03220330339
272	0.03219286881
273	0.03217596037
274	0.03215802018
275	0.032137111
276	0.03211724589
277	0.03209606261
278	0.0320787661
279	0.03206757081
280	0.03206105074
281	0.03205393626
282	0.03203918372
283	0.03202940824
284	0.0320193063
285	0.03200982032
286	0.03199844331
287	0.03197947753
288	0.03196385031
289	0.03195566712
290	0.03194654765
291	0.03193318105
292	0.03192208431
293	0.03190853908
294	0.03189319213
295	0.03188274524
296	0.03186392112
297	0.03185417028
298	0.03184406217
299	0.03182335011
300	0.03180892095
301	0.03179506774
302	0.03178087574
303	0.03177320072
304	0.0317595015
305	0.03173337195
306	0.03171484966
307	0.03169988462
308	0.03168835053
309	0.03167441724
310	0.03165867915
311	0.03163634399
312	0.03163338425
313	0.03161989753
314	0.03160644778
315	0.0315958007
316	0.03157573232
317	0.03155930434
318	0.03155003395
319	0.03153082794
320	0.03150332477
321	0.03149529249
322	0.03147801755
323	0.03146058553
324	0.03145193728
325	0.03144096374
326	0.03141453544
327	0.0314039438
328	0.03139134717
329	0.0313811867
330	0.0313671025
331	0.03135436419
332	0.03134185995
333	0.03132798209
334	0.03131833905
335	0.03130739322
336	0.03129344453
337	0.03127984386
338	0.03126783856
339	0.03126064092
340	0.03125080076
341	0.03124239582
342	0.03123283285
343	0.03122449875
344	0.03122420924
345	0.03121068865
346	0.03120620129
347	0.03119755612
348	0.03119017677
349	0.03118091871
350	0.03116301855
351	0.03115443806
352	0.03113720931
353	0.03111854535
354	0.03111148015
355	0.03109498441
356	0.03107917856
357	0.03107506694
358	0.03106780155
359	0.03106016349
360	0.03105007695
361	0.03102383037
362	0.03101510512
363	0.03100737467
364	0.03099769158
365	0.03098832264
366	0.03097440167
367	0.03096711472
368	0.03095020012
369	0.03094707714
370	0.03092986995
371	0.03092076896
372	0.03091357748
373	0.03090107017
374	0.03088214134
375	0.03087296951
376	0.0308571421
377	0.03085135504
378	0.03084210622
379	0.03083362736
380	0.0308241229
381	0.03081472317
382	0.03079793176
383	0.03078096788
384	0.03077469421
385	0.03076630466
386	0.03074923299
387	0.03074301167
388	0.03073960534
389	0.03073338402
390	0.03072379641
391	0.0307166573
392	0.03070947506
393	0.0307037034
394	0.03069730653
395	0.03068025025
396	0.03067714575
397	0.03065741308
398	0.03063643614
399	0.03062738751
400	0.03061744572
401	0.03061161862
402	0.03059917598
403	0.03059317949
404	0.03058810079
405	0.03057960038
406	0.03057322506
407	0.03055749621
408	0.03054760678
409	0.03054013195
410	0.03052940787
411	0.03051840969
412	0.03050929946
413	0.03050507389
414	0.0304941835
415	0.03048014857
416	0.03047614167
417	0.03046307074
418	0.03045996623
419	0.03044776074
420	0.03043230292
421	0.03041522509
422	0.03040792581
423	0.03039082026
424	0.03038816234
425	0.0303754302
426	0.03037048702
427	0.03035951963
428	0.03034795167
429	0.03033530576
430	0.03033070445
431	0.03032474183
432	0.03031352806
433	0.03030322284
434	0.03029066317
435	0.03028621585
436	0.03028216583
437	0.03027061635
438	0.03025710191
439	0.03024084025
440	0.03022860088
441	0.0302186406
442	0.03020851094
443	0.03019923748
444	0.03018788511
445	0.03017463246
446	0.03016828487
447	0.03015532173
448	0.0301475882
449	0.03014060307
450	0.03013570609
451	0.03012459703
452	0.03011600114
453	0.03011318614
454	0.03010817213
455	0.03010070654
456	0.03008445412
457	0.03007578431
458	0.03006710218
459	0.03005840465
460	0.03004748346
461	0.03004068928
462	0.03002903817
463	0.03001525271
464	0.03000787952
465	0.02999504265
466	0.02998544581
467	0.02998113092
468	0.02996859896
469	0.02996036033
470	0.02995051402
471	0.02994274045
472	0.0299329896
473	0.02992399641
474	0.02991743938
475	0.02990624409
476	0.02989867379
477	0.02988700419
478	0.02988052108
479	0.0298690332
480	0.02986542668
481	0.02985819209
482	0.02985148723
483	0.02983660842
484	0.02982692533
485	0.02982178196
486	0.02980777475
487	0.02980320732
488	0.02979462374
489	0.02978417685
490	0.02977353901
491	0.02976649845
492	0.02975750525
493	0.02974851822
494	0.02974284511
495	0.02973066734
496	0.02972215768
497	0.02971890227
498	0.02971003227
499	0.02969722004
500	0.0296924093
501	0.02968732753
502	0.02967595052
503	0.02966685261
504	0.02965604537
505	0.02964557076
506	0.02963684244
507	0.02962897647
508	0.02961721756
509	0.02961020779
510	0.029601153
511	0.02959012402
512	0.02958548883
513	0.02957595357
514	0.02956783198
515	0.029560197
516	0.02955125616
517	0.02954197038
518	0.02953487746
519	0.02952654028
520	0.02951942272
521	0.02950977967
522	0.02950283458
523	0.02949479922
524	0.02948599698
525	0.02948407514
526	0.02947543921
527	0.02947094262
528	0.02946608567
529	0.02945316565
530	0.02944198576
531	0.02943226263
532	0.0294277414
533	0.02942281362
534	0.02941346008
535	0.02940540316
536	0.02940199375
537	0.02939406619
538	0.02938597539
539	0.0293786638
540	0.02937542379
541	0.02936502926
542	0.02936151513
543	0.02935612538
544	0.02934827173
545	0.02933507452
546	0.02932222842
547	0.0293155636
548	0.02930785779
549	0.0292972723
550	0.02929015474
551	0.02928631107
552	0.02927892557
553	0.02926864807
554	0.02926176458
555	0.02925054772
556	0.02924424941
557	0.02923346681
558	0.02922676503
559	0.02922057143
560	0.02921838781
561	0.0292127147
562	0.02920161488
563	0.0291945466
564	0.02918745984
565	0.0291824643
566	0.02917393001
567	0.02916787192
568	0.02916488445
569	0.02915987044
570	0.02915308242
571	0.02914938967
572	0.02914279261
573	0.02913334667
574	0.02912682352
575	0.0291183847
576	0.02911265616
577	0.02910502426
578	0.02909591403
579	0.02908619399
580	0.02908319421
581	0.02907687741
582	0.02906622725
583	0.02905821653
584	0.0290498701
585	0.02903968192
586	0.02903572738
587	0.02902550224
588	0.02902262565
589	0.02901270541
590	0.02900283446
591	0.02900017962
592	0.02899815307
593	0.02899347784
594	0.02898219939
595	0.02897412399
596	0.0289702988
597	0.02896379413
598	0.02895916202
599	0.02895045833
600	0.02894619888
601	0.02894257081
602	0.02893346982
603	0.0289272639
604	0.02892420251
605	0.02891576061
606	0.02890649639
607	0.02890342885
608	0.02889895381
609	0.0288930066
610	0.02888332351
611	0.02887748101
612	0.02887139213
613	0.02886159817
614	0.0288527528
615	0.02884841636
616	0.02884544121
617	0.0288363741
618	0.02883211773
619	0.02882439344
620	0.02882252704
621	0.02881957654
622	0.02881682622
623	0.02880980106
624	0.02880106965
625	0.02879673628
626	0.02878872248
627	0.0287855841
628	0.02878375159
629	0.02877420094
630	0.02876522314
631	0.02876112076
632	0.02875857064
633	0.02875676892
634	0.02875370754
635	0.02874833626
636	0.02874285103
637	0.02873454156
638	0.02872911484
639	0.02872525578
640	0.02872265021
641	0.02871497828
642	0.02871216944
643	0.02870130369
644	0.02869854722
645	0.02869112783
646	0.02868858694
647	0.02868684066
648	0.02868315407
649	0.02867519263
650	0.0286670002
651	0.02866448703
652	0.02865798236
653	0.02865626996
654	0.02864811448
655	0.02864112628
656	0.0286383698
657	0.02863472941
658	0.02862882223
659	0.02862344171
660	0.02861450703
661	0.02860379528
662	0.02860037355
663	0.02859780495
